preset,anchor,z,H_code,H_phys
vacuum_plus_matter,SH0ES_73p0,1.3645308404256045,0.746843364356531,224.40985612740903
vacuum_plus_matter,SH0ES_73p0,1.3216297588412718,0.7296903709600651,219.25576229198774
vacuum_plus_matter,SH0ES_73p0,1.2795070569547797,0.7129154390474296,214.21526754205442
vacuum_plus_matter,SH0ES_73p0,1.2381486121628833,0.6965103910068757,209.2859146867662
vacuum_plus_matter,SH0ES_73p0,1.1975405580970806,0.680467223828409,204.4652989992323
vacuum_plus_matter,SH0ES_73p0,1.1576692799745953,0.6647781054027083,199.75106710442148
vacuum_plus_matter,SH0ES_73p0,1.1185214100337082,0.6494353708979775,195.14091589048635
vacuum_plus_matter,SH0ES_73p0,1.0800838230519068,0.6344315192130882,190.63259144301136
vacuum_plus_matter,SH0ES_73p0,1.042343631945354,0.6197592095054143,186.22388800170447
vacuum_plus_matter,SH0ES_73p0,1.0052881834481973,0.6054112577917852,181.9126469390585
vacuum_plus_matter,SH0ES_73p0,0.9689050538702704,0.5913806336210216,177.69675576052254
vacuum_plus_matter,SH0ES_73p0,0.9331820449317658,0.5776604568165464,173.5741471257285
vacuum_plus_matter,SH0ES_73p0,0.8981071796734819,0.564243994287601,169.54279789033228
vacuum_plus_matter,SH0ES_73p0,0.8636686984412718,0.551124656907617,165.60072816803418
vacuum_plus_matter,SH0ES_73p0,0.8298550549433488,0.5382959964583373,161.7460004123546
vacuum_plus_matter,SH0ES_73p0,0.7966549123791276,0.5257517026382961,157.976718517749
vacuum_plus_matter,SH0ES_73p0,0.7640571396383014,0.513485600134309,154.29102693965564
vacuum_plus_matter,SH0ES_73p0,0.732050807568881,0.5014916457546406,150.68710983307585
vacuum_plus_matter,SH0ES_73p0,0.700625185312947,0.48976392562255455,147.16319020929842
vacuum_plus_matter,SH0ES_73p0,0.6697697367088806,0.4782966524289727,143.71752911038436
vacuum_plus_matter,SH0ES_73p0,0.6394741167588769,0.46708416274299536,140.3484248010381
vacuum_plus_matter,SH0ES_73p0,0.6097281681605435,0.45612091437906715,137.05421197749925
