# canon_hash: 0590b719443d6302cb1d02f70d5f4c299bc4ebb27be6256e4eb385eb0e8936e5
# repro_hash: 53a297fb7b7e5e9f21d6d10f22b2195cb3482fde5751d0c6660aa21ebeff14d8
# output_digest: d888aac58cdbd266fa9b30b135d8eab536c4055f004dd5ae5673b6008da91a25
# preset: matter_only
# alpha_mem: 0.3333333333333333
# idx0: 299
# H0_code: 0.34156502601993227
z,H_code,E_z
1.498049532966823,1.6117290404845,4.718659457805397
1.488918302925212,1.6023112614765136,4.691087024182065
1.4798204506693384,1.5929459336714036,4.663668151956653
1.4707558541919177,1.5836327675303747,4.636401993446369
1.4617243919316438,1.574371475101834,4.609287705615271
1.4527259427715595,1.5651617700126752,4.582324450048756
1.4437603860374324,1.5560033674596072,4.5555113929281665
1.4348276014961336,1.5468959842005325,4.528847705005554
1.4259274693540296,1.5378393385459734,4.502332561578572
1.4170598702553736,1.5288331503505421,4.475965142465511
1.4082246852807039,1.519877141004459,4.449744631980457
1.3994217959452517,1.510971033425118,4.423670218908608
1.39065108419735,1.5021145520486976,4.397741096481701
1.381912432416852,1.4933074228218162,4.371956462353594
1.3732057234135517,1.4845493731932344,4.346315518575963
1.3645308404256147,1.4758401321056027,4.32081747157415
1.3558876671180111,1.4671794299872536,4.2954615321231255
1.3472760875809549,1.4585669987440384,4.270246915323592
1.3386959863283514,1.4500025717512093,4.24517284057822
1.330147248296246,1.441485883845345,4.220238531568001
1.3216297588412829,1.4330166713163213,4.19544321622875
1.3131434037391672,1.4245946718993234,4.1707861267277115
1.304688069183134,1.4162196247669057,4.146266499440318
1.2962636417824194,1.4078912705210902,4.121883574927053
1.287870008560743,1.3996093511855119,4.097636597910457
1.2795070569547917,1.3913736101976044,4.07352481725225
1.271174674812709,1.3831837924008301,4.049547485930581
1.2628727503925932,1.3750396440369506,4.025703861017401
1.2546011723609967,1.3669409127383418,4.001993203655966
1.2463598297914347,1.3588873475203487,3.9784147790384425
1.2381486121628957,1.350878698773683,3.954967856383667
1.2299674093583621,1.3429147182568626,3.9316517089149983
1.2218161116633306,1.3349951590886904,3.9084656138383025
1.2136946097643424,1.3271197757407758,3.885408852320058
1.2056027947475179,1.3192883240300972,3.8624807094655798
1.1975405580970935,1.3115005611116035,3.8396804742973596
1.1895077916939698,1.3037562454708564,3.817007439733525
1.181504387814258,1.2960551369167144,3.7944609025664184
1.1735302391278397,1.2883969965740543,3.7720401634412912
1.1655852386969219,1.280781586876533,3.7497445268351104
1.1576692799746087,1.2732086715593918,3.7275733010354895
1.1497822568034683,1.2656780156522929,3.705525798119721
1.1419240634141112,1.2581893854722035,3.68360133393394
1.1340945944237713,1.250742548616311,3.661799228072382
1.1262937448348929,1.243337273954983,3.640118803856772
1.118521410033722,1.2359733316247603,3.6185593883158114
1.1107774857889043,1.2286504930213924,3.5971203121647872
1.1030618682500877,1.2213685307929079,3.5758009097852836
1.0953744539465267,1.2141272188327237,3.554600519205009
1.0877151397856992,1.2069263322727928,3.533518482077734
1.0800838230519205,1.1997656474767875,3.512554143663334
1.0724804014049676,1.1926449420333198,3.49170685280794
1.0649047728787053,1.1855639947492012,3.4709759619242067
1.0573568358797205,1.1785225856427353,3.450360826971675
1.0498364891859593,1.17152049593705,3.429860807437249
1.0423436319453683,1.164557508053465,3.40947526631578
1.0348781636745432,1.1576334056048943,3.3892035700907495
1.027439984257382,1.1507479733892862,3.369045088715065
1.0200289939437401,1.1439009973830978,3.3489991955919534
1.012645093348095,1.1370922647348056,3.329065267555964
1.005288183448212,1.1303215637584507,3.3092426848540692
0.9979581655838172,1.1235886839272198,3.2895308311268727
0.990654941455273,1.1168934158670603,3.269929093389916
