# canon_hash: 0590b719443d6302cb1d02f70d5f4c299bc4ebb27be6256e4eb385eb0e8936e5
# repro_hash: 53a297fb7b7e5e9f21d6d10f22b2195cb3482fde5751d0c6660aa21ebeff14d8
# output_digest: d888aac58cdbd266fa9b30b135d8eab536c4055f004dd5ae5673b6008da91a25
# preset: matter_only
# alpha_mem: 0.3333333333333333
# idx0: 299
# H0_code: 0.34156502601993227
# anchor_name: SH0ES_73p0
# H0_km_s_Mpc: 73.0
# scale_H: 213.72211567041418
z,H_km_s_Mpc
0.43697765218487516,138.73331324018469
0.4317250047358989,137.8699360845882
0.42649155751956447,137.0114000570959
0.42127724035241965,136.15767811577308
0.41608198330755597,135.30874336555436
0.4109057167136725,134.46456905741854
0.40574837115414053,133.62512858756776
0.40060987746607357,132.79039549661076
0.39549016673939863,131.96034346875078
0.3903891703159328,131.13494633097693
0.3853068197884628,130.31417805226042
0.38024304699982725,129.49801274275436
0.375197784042002,128.68642465299797
0.37017096325519083,127.87938817312462
0.36516251722691706,127.07687783207412
0.3601723787911193,126.27886829680882
0.3552004810272522,125.48533437153381
0.35024675725938703,124.69625099692101
0.34531114105531935,123.91159324933723
0.3403935662256765,123.131336340076
0.33549396682303145,122.35545561459348
0.33061227714101693,121.58392655174795
0.3257484317134458,120.81672476304335
0.32090236531343197,120.05382599187647
0.31607401295251614,119.2952061127879
0.3112633098797939,118.54084113071677
0.30647019158104793,117.79070718025915
0.30169459377788277,117.04478052493013
0.29693645242686206,116.30303755642954
0.29219570371865067,115.5654547939114
0.28747228407715797,114.83200888325669
0.2827661301586868,114.10267659635002
0.2780771788510821,113.37743483035975
0.27340536727288556,112.65626060702125
0.26875063277249267,111.93913107192438
0.26411291292731165,111.22602349380367
0.2594921455429269,110.51691526383244
0.2548882686522649,109.81178389492013
0.250301220514763,109.11060702101294
0.24573093961554138,108.41336239639803
0.2411773646645785,107.72002789501093
0.23664043459588902,107.03058150974609
0.2321200885667043,106.34500135177099
0.22761626595665763,105.6632656498433
0.2231289063669697,104.98535274963129
0.21865794961964014,104.31124111303744
0.21420333575663997,103.64090931752523
0.2097650050391071,102.97433605544894
0.20534289794654548,102.31150013338679
0.20093695517602694,101.65238047147686
0.1965471176413962,100.9969561027563
0.1921733264724781,100.34520617250341
0.18781552301428794,99.69710993758275
0.1834736488262454,99.05264676579327
0.17914764568139052,98.41179613521928
0.17483745556560315,97.77453763358436
0.17054302067682414,97.14085095760815
0.16626428342428134,96.51071591236608
0.162001186427716,95.88411241065162
0.15775367251661487,95.26102047234171
0.1535216847294416,94.64142022376468
0.14930516631287438,94.02529189707093
0.14510406072104454,93.41261582960644
0.14091831161477741,92.80337246328878
0.13674786286083762,92.197542343986
0.1325926585311763,91.5951061208977
0.1284526429021806,90.99604454593918
0.12432776045392657,90.40033847312786
0.12021795586943496,89.80796885797214
0.11612317403392858,89.21891675686302
0.11204336003409465,88.63316332646794
0.10797845915734627,88.05068982312703
0.10392841689109078,87.47147760225214
0.099893178921997,86.89550811772754
0.09587269113526853,86.32276292131358
0.0918668996139167,85.75322366205232
0.08787575063803765,85.18687208567555
0.0838991906840929,84.62369003401483
0.07993716642419035,84.06365944441403
0.07598962472536996,83.50676234914371
0.07205651264889124,82.95298087481795
0.06813777744952221,82.40229724181292
0.06423336657483336,81.8546937636877
0.060343227664492405,81.31015284660727
0.056467308549561945,80.76865698876699
0.05260555725180027,80.23018877981956
0.04875792198296325,79.69473090030354
0.04492435114411175,79.16226612107391
0.041104793324917344,78.63277730273437
0.03729919730297482,78.10624739507135
0.033507512043114085,77.58265943649013
0.029729686696716495,77.06199655345212
0.025965670601032054,76.54424195991432
0.022215413278501073,76.02937895677006
0.018478864436076492,75.51739093129154
0.014755973964549307,75.00826135657381
0.01104669193787755,74.50197379098027
0.007350968612515718,73.99851187758959
0.0036687544267481886,73.49785934364424
2.4202861936828413e-14,73.0
